customer_id,churn_probability,churn_flag,risk_segment,monthly_charges,tenure_months,contract_type,cx_risk_score,payment_method,stickiness_score,action_category
2840-XANRC,0.812118752270718,1,High,93.15,25,month-to-month,4,electronic check,2,Apply retention strategy
2842-BCQGE,0.5430345226042125,1,High,75.35,44,month-to-month,3,credit card (automatic),0,Apply retention strategy
2842-JTCCU,0.7575593645120928,1,High,46.05,3,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
2843-CQMEG,0.4716752711151699,1,High,49.7,25,month-to-month,4,mailed check,0,Apply retention strategy
2845-AFFTX,0.7175560862784385,1,High,99.8,42,month-to-month,3,electronic check,2,Apply retention strategy
2845-HSJCY,0.7931084253788905,1,High,87.25,15,month-to-month,4,electronic check,1,Apply retention strategy
2845-KDHVX,0.04306832317322092,0,Low,68.3,65,two year,1,mailed check,2,No action required
2848-YXSMW,0.007110881720585284,0,Low,19.4,73,two year,0,credit card (automatic),0,No action required
2851-MMUTZ,0.31638693118062716,0,Medium,56.15,28,month-to-month,2,mailed check,1,Monitor customer
2851-STERV,0.285110939831389,0,Medium,73.0,36,one year,0,electronic check,3,Monitor customer
2853-CWQFQ,0.7614595750516602,1,High,59.55,2,month-to-month,1,mailed check,2,Apply retention strategy
2856-HYAPG,0.9252848743542775,1,High,68.65,2,month-to-month,3,electronic check,0,Apply retention strategy
2856-NNASM,0.5812109837320122,1,High,89.55,44,month-to-month,3,mailed check,2,Apply retention strategy
2858-EIMXH,0.3492580242265162,0,Medium,95.85,54,one year,3,credit card (automatic),2,Monitor customer
2858-MOFSQ,0.27303718887097983,0,Medium,55.85,18,one year,3,mailed check,0,Monitor customer
2860-RANUS,0.6389353623792614,1,High,85.8,21,month-to-month,4,credit card (automatic),1,Apply retention strategy
2862-JVEOY,0.14140130426493533,0,Low,19.2,7,one year,0,mailed check,0,No action required
2862-PFNIK,0.766314285288511,1,High,24.7,2,month-to-month,3,electronic check,0,Apply retention strategy
2863-IMQDR,0.12119608185227278,0,Low,89.65,62,two year,0,electronic check,4,No action required
2865-TCHJW,0.914581478089515,1,High,89.2,5,month-to-month,4,electronic check,1,Apply retention strategy
2866-IKBTM,0.46879670339254803,1,High,19.55,2,month-to-month,0,mailed check,0,Apply retention strategy
2867-UIMSS,0.9458156436177337,1,High,80.5,2,month-to-month,3,electronic check,1,Apply retention strategy
2868-LLSKM,0.14192732713294298,0,Low,83.65,69,one year,0,bank transfer (automatic),1,No action required
2868-MZAGQ,0.943730919480893,1,High,79.25,2,month-to-month,3,electronic check,1,Apply retention strategy
2868-SNELZ,0.8856909912854538,1,High,80.6,3,month-to-month,4,mailed check,0,Apply retention strategy
2869-ADAWR,0.5634202377673374,1,High,89.3,46,month-to-month,3,credit card (automatic),1,Apply retention strategy
2873-ZLIWT,0.532201326763576,1,High,84.85,41,month-to-month,1,electronic check,1,Apply retention strategy
2874-YXVVA,0.6913193438004728,1,High,105.1,35,month-to-month,1,electronic check,3,Apply retention strategy
2876-GZYZC,0.7486428972378978,1,High,85.95,14,month-to-month,3,electronic check,1,Apply retention strategy
2876-VBBBL,0.47497122840718486,1,High,20.25,2,month-to-month,0,mailed check,0,Apply retention strategy
2877-VDUER,0.09839690280244084,0,Low,40.9,36,one year,0,mailed check,2,No action required
2878-DHMIN,0.09030258779214873,0,Low,19.9,36,one year,0,electronic check,0,No action required
2878-RMWXY,0.13968630936536894,0,Low,102.65,73,two year,4,credit card (automatic),2,No action required
2880-FPNAE,0.9313819125834407,1,High,74.2,3,month-to-month,4,electronic check,0,Apply retention strategy
2882-DDZPG,0.20816435023923202,0,Low,19.45,13,month-to-month,0,bank transfer (automatic),0,No action required
2882-WDTBA,0.04968035959297359,0,Low,75.75,70,two year,0,bank transfer (automatic),3,No action required
2883-ILGWO,0.45764459325308765,1,High,104.9,58,month-to-month,2,bank transfer (automatic),3,Apply retention strategy
2884-GBPFB,0.6667503614369735,1,High,70.3,36,month-to-month,3,electronic check,0,Apply retention strategy
2885-HIJDH,0.060598038231489605,0,Low,86.9,70,two year,0,bank transfer (automatic),4,No action required
2886-KEFUM,0.5168601892359156,1,High,107.5,64,one year,3,electronic check,2,Apply retention strategy
2887-JPYLU,0.3286153790510945,0,Medium,45.2,42,month-to-month,3,bank transfer (automatic),0,Monitor customer
2888-ADFAO,0.015051698792280035,0,Low,21.3,48,two year,0,bank transfer (automatic),0,No action required
2889-FPWRM,0.2640610742220702,0,Medium,114.729,73,one year,0,bank transfer (automatic),4,Monitor customer
2890-WFBHU,0.13786039945772294,0,Low,79.85,60,one year,0,credit card (automatic),3,No action required
2892-GESUL,0.03370101537758885,0,Low,19.35,19,two year,0,mailed check,0,No action required
2894-QOJRX,0.34629639220449954,0,Medium,34.0,26,month-to-month,3,bank transfer (automatic),1,Monitor customer
2896-TBNBE,0.48322084369582996,1,High,80.8,41,one year,4,electronic check,0,Apply retention strategy
2897-DOVND,0.9012978967320752,1,High,69.8,3,month-to-month,4,electronic check,0,Apply retention strategy
2898-LSJGD,0.4150595925907547,1,High,55.95,22,one year,3,electronic check,3,Apply retention strategy
2898-MRKPI,0.37281793678084774,0,Medium,101.05,69,one year,4,credit card (automatic),2,Monitor customer
2900-PHPLN,0.007624222244957059,0,Low,19.55,71,two year,0,credit card (automatic),0,No action required
2903-YYTBW,0.8514474670723362,1,High,44.55,2,month-to-month,3,electronic check,0,Apply retention strategy
2904-GGUAZ,0.08736757077103617,0,Low,84.05,73,two year,4,bank transfer (automatic),1,No action required
2905-KFQUV,0.870242776845156,1,High,70.4,3,month-to-month,4,credit card (automatic),0,Apply retention strategy
2907-ILJBN,0.118093752704311,0,Low,20.6,12,one year,0,mailed check,0,No action required
2908-WGAXL,0.014568630150623822,0,Low,24.95,57,two year,0,credit card (automatic),0,No action required
2908-ZTPNF,0.21005980520370235,0,Low,34.85,37,month-to-month,2,bank transfer (automatic),1,No action required
2911-IJORQ,0.23953391725263884,0,Low,90.6,38,one year,0,bank transfer (automatic),4,No action required
2911-UREFD,0.5194913560991274,1,High,55.9,40,month-to-month,3,electronic check,3,Apply retention strategy
2911-WDXMV,0.6823122248472012,1,High,80.55,19,month-to-month,4,credit card (automatic),0,Apply retention strategy
2916-BQZLN,0.7720736045038998,1,High,84.75,20,month-to-month,3,electronic check,1,Apply retention strategy
2919-HBCJO,0.8217852213350731,1,High,76.65,5,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
2920-RNCEZ,0.889398804872976,1,High,69.95,2,month-to-month,3,credit card (automatic),0,Apply retention strategy
2921-XWDJH,0.7043550572531632,1,High,83.45,39,month-to-month,4,electronic check,2,Apply retention strategy
2923-ARZLG,0.2684022520743488,0,Medium,19.7,1,one year,0,mailed check,0,Monitor customer
2924-KHUVI,0.4995074748410981,1,High,100.55,57,one year,4,electronic check,3,Apply retention strategy
2925-MXLSX,0.3046084566139983,0,Medium,68.95,31,one year,4,credit card (automatic),1,Monitor customer
2925-VDZHY,0.06374838711136278,0,Low,88.7,73,two year,0,credit card (automatic),4,No action required
2926-JEJJC,0.15813874711956183,0,Low,20.2,9,one year,0,bank transfer (automatic),0,No action required
2927-CVULT,0.12016844899981606,0,Low,104.05,54,two year,0,bank transfer (automatic),3,No action required
2927-QRRQV,0.5209760543486931,1,High,94.65,47,one year,4,electronic check,1,Apply retention strategy
2928-HLDBA,0.27815627599909437,0,Medium,20.7,7,month-to-month,0,mailed check,0,Monitor customer
2929-ERCFZ,0.8493126850610886,1,High,94.2,9,month-to-month,4,electronic check,2,Apply retention strategy
2929-QNSRW,0.4860889956725176,1,High,98.25,57,one year,4,electronic check,2,Apply retention strategy
2930-UOTMB,0.33738567780561474,0,Medium,65.25,32,month-to-month,0,credit card (automatic),2,Monitor customer
2931-FSOHN,0.6721472627170916,1,High,59.9,14,month-to-month,3,electronic check,1,Apply retention strategy
2931-SVLTV,0.5116016040705139,1,High,110.1,41,month-to-month,0,credit card (automatic),4,Apply retention strategy
2931-VUVJN,0.28827103547735017,0,Medium,94.05,60,one year,0,electronic check,2,Monitor customer
2931-XIQBR,0.2231818404591658,0,Low,103.05,51,one year,0,mailed check,3,No action required
2933-FILNV,0.613018200479651,1,High,24.4,3,month-to-month,4,mailed check,0,Apply retention strategy
2933-XEUJM,0.12984535263967364,0,Low,79.2,47,two year,4,mailed check,3,No action required
2937-FTHUR,0.6438482057947209,1,High,64.8,19,month-to-month,4,electronic check,2,Apply retention strategy
2946-KIQSP,0.17822646412139934,0,Low,33.45,36,month-to-month,0,mailed check,1,No action required
2947-DOMLJ,0.7779025647020343,1,High,50.6,2,month-to-month,3,mailed check,1,Apply retention strategy
2951-QOQTK,0.7691920638523009,1,High,80.8,5,month-to-month,1,credit card (automatic),1,Apply retention strategy
2952-QAYZF,0.9002689488468865,1,High,85.3,6,month-to-month,3,electronic check,0,Apply retention strategy
2954-PIBKO,0.03730237469416496,0,Low,64.15,70,two year,0,credit card (automatic),2,No action required
2955-BJZHG,0.7448978287054703,1,High,80.85,18,month-to-month,3,electronic check,1,Apply retention strategy
2955-PSXOE,0.5110353666810914,1,High,20.2,2,month-to-month,0,bank transfer (automatic),0,Apply retention strategy
2956-GGUCQ,0.7656987970293991,1,High,78.85,25,month-to-month,4,electronic check,1,Apply retention strategy
2957-JIRMN,0.40091183347530435,1,High,84.45,63,one year,4,electronic check,1,Apply retention strategy
2957-LOLHO,0.4962724051580748,1,High,45.4,13,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
2958-NHPPS,0.23187083333534636,0,Low,20.85,24,month-to-month,0,electronic check,0,No action required
2959-EEXWB,0.34265012658240906,0,Medium,50.9,46,month-to-month,3,bank transfer (automatic),3,Monitor customer
2959-FENLU,0.7493198698619387,1,High,85.3,10,month-to-month,3,credit card (automatic),1,Apply retention strategy
2959-MJHIC,0.9036845448955647,1,High,80.35,5,month-to-month,4,electronic check,1,Apply retention strategy
2960-NKRSO,0.6949219107800956,1,High,85.95,25,month-to-month,2,electronic check,1,Apply retention strategy
2961-VNFKL,0.008347285124126672,0,Low,25.95,72,two year,0,credit card (automatic),0,No action required
2962-XPMCQ,0.8186588246197769,1,High,45.15,3,month-to-month,4,electronic check,0,Apply retention strategy
2967-MXRAV,0.2706118757255936,0,Medium,19.2,2,one year,0,mailed check,0,Monitor customer
2968-SSGAA,0.8642940663332244,1,High,100.6,11,month-to-month,4,electronic check,2,Apply retention strategy
2969-QWUBZ,0.8543364709076675,1,High,51.4,3,month-to-month,4,electronic check,2,Apply retention strategy
2969-VAPYH,0.08565691290206992,0,Low,60.5,68,one year,0,credit card (automatic),2,No action required
2969-WGHQO,0.6135843060285437,1,High,69.45,8,one year,3,electronic check,2,Apply retention strategy
2971-SGAFL,0.7377945335941465,1,High,78.75,14,month-to-month,3,electronic check,3,Apply retention strategy
2972-YDYUW,0.31213032171255206,0,Medium,94.7,58,one year,2,electronic check,2,Monitor customer
2974-GGUXS,0.5963235258817198,1,High,91.95,37,month-to-month,4,credit card (automatic),1,Apply retention strategy
2977-CEBSX,0.07247749408872914,0,Low,90.05,67,two year,0,credit card (automatic),4,No action required
2978-XXSOG,0.32355677764181506,0,Medium,59.05,23,month-to-month,0,mailed check,2,Monitor customer
2979-SXESE,0.7828065465984416,1,High,94.4,18,month-to-month,3,electronic check,2,Apply retention strategy
2982-IHMFT,0.8782620075311361,1,High,74.45,2,month-to-month,3,mailed check,0,Apply retention strategy
2982-VPSGI,0.8478192133508428,1,High,94.0,12,month-to-month,3,electronic check,2,Apply retention strategy
2983-ZANRP,0.8858065183433145,1,High,73.55,3,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
2984-AFWNC,0.9457572123199114,1,High,95.4,4,month-to-month,3,electronic check,2,Apply retention strategy
2984-MIIZL,0.8173085957267252,1,High,74.8,5,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
2984-RGEYA,0.007839904991054034,0,Low,19.75,70,two year,0,bank transfer (automatic),0,No action required
2984-TBYKU,0.1017974016122431,0,Low,104.9,73,two year,0,credit card (automatic),3,No action required
2985-FMWYF,0.770697720111207,1,High,93.5,24,month-to-month,3,electronic check,2,Apply retention strategy
2985-JUUBZ,0.5848293988378475,1,High,74.55,41,month-to-month,4,electronic check,2,Apply retention strategy
2987-BJXIK,0.10673858642664961,0,Low,84.7,71,two year,4,mailed check,3,No action required
2988-GBIVW,0.6350796958095738,1,High,90.85,71,month-to-month,4,electronic check,2,Apply retention strategy
2988-PLAHS,0.7570345421894804,1,High,69.95,4,one year,3,electronic check,2,Apply retention strategy
2988-QRAJY,0.225821420182317,0,Low,110.05,70,two year,3,credit card (automatic),3,No action required
2990-HWIML,0.8677106314976397,1,High,89.5,7,month-to-month,4,electronic check,2,Apply retention strategy
2990-IAJSV,0.06879037795425418,0,Low,92.0,73,two year,0,bank transfer (automatic),4,No action required
2990-OGYTD,0.06899640736356538,0,Low,86.15,68,two year,1,bank transfer (automatic),3,No action required
2995-UPRYS,0.3068678013538524,0,Medium,99.2,41,one year,1,credit card (automatic),3,Monitor customer
2995-YWTCD,0.03768941305548688,0,Low,24.9,20,two year,0,bank transfer (automatic),0,No action required
2996-XAUVF,0.020298185763370006,0,Low,40.05,71,two year,1,mailed check,2,No action required
2999-AANRQ,0.1272894144682517,0,Low,71.05,22,two year,0,credit card (automatic),3,No action required
3001-CBHLQ,0.6270399887311903,1,High,104.9,33,month-to-month,0,electronic check,3,Apply retention strategy
3001-UNBTL,0.7738427550667913,1,High,103.95,30,month-to-month,3,electronic check,2,Apply retention strategy
3002-WQZWT,0.6628665202963232,1,High,74.2,30,month-to-month,3,electronic check,0,Apply retention strategy
3003-CMDUU,0.6447504050967889,1,High,95.15,26,month-to-month,1,electronic check,3,Apply retention strategy
3005-NFMTA,0.7028460388892993,1,High,98.8,56,month-to-month,3,electronic check,3,Apply retention strategy
3005-TYFRD,0.6458985155080837,1,High,103.65,56,month-to-month,3,credit card (automatic),2,Apply retention strategy
3006-XIMLN,0.9203642661472519,1,High,94.2,3,month-to-month,4,bank transfer (automatic),2,Apply retention strategy
3007-FDPEA,0.46379803359130906,1,High,20.7,3,month-to-month,0,bank transfer (automatic),0,Apply retention strategy
3009-JWMPU,0.4588612197371089,1,High,96.75,63,one year,4,electronic check,2,Apply retention strategy
3011-WQKSZ,0.260079539044574,0,Medium,20.0,20,month-to-month,0,electronic check,0,Monitor customer
3012-VFFMN,0.27265180970282926,0,Medium,20.65,8,month-to-month,0,mailed check,0,Monitor customer
3014-WJKSM,0.5421753051978475,1,High,75.3,30,month-to-month,3,credit card (automatic),0,Apply retention strategy
3016-KSVCP,0.29373219840627,0,Medium,33.75,30,month-to-month,3,mailed check,1,Monitor customer
3018-TFTSU,0.707686305359915,1,High,81.7,13,month-to-month,4,bank transfer (automatic),1,Apply retention strategy
3021-VLNRJ,0.13997349866839506,0,Low,70.8,51,one year,0,credit card (automatic),3,No action required
3022-BEXHZ,0.1333200992349318,0,Low,111.2,68,two year,1,bank transfer (automatic),3,No action required
3023-GFLBR,0.5870227454779195,1,High,86.15,34,month-to-month,3,credit card (automatic),1,Apply retention strategy
3026-ATZYV,0.3020106758274417,0,Medium,75.1,38,one year,3,bank transfer (automatic),3,Monitor customer
3027-YNWZU,0.010747906891669469,0,Low,25.0,65,two year,0,credit card (automatic),0,No action required
3027-ZTDHO,0.9578949752192285,1,High,89.9,2,month-to-month,3,electronic check,2,Apply retention strategy
3030-YDNRM,0.801525416448832,1,High,74.85,9,month-to-month,4,electronic check,0,Apply retention strategy
3030-YZADT,0.5078794301998103,1,High,44.95,10,month-to-month,3,mailed check,0,Apply retention strategy
3030-ZKIWL,0.4733771124395772,1,High,20.05,2,month-to-month,0,mailed check,0,Apply retention strategy
3034-ZBEQN,0.16575436108449798,0,Low,34.7,49,one year,4,mailed check,0,No action required
3038-PQIUY,0.4264317948188622,1,High,66.15,39,month-to-month,4,bank transfer (automatic),1,Apply retention strategy
3039-MJSLN,0.47044118592342654,1,High,20.2,4,month-to-month,0,bank transfer (automatic),0,Apply retention strategy
3043-SUDUA,0.1274289812426752,0,Low,19.9,33,month-to-month,0,bank transfer (automatic),0,No action required
3043-TYBNO,0.6904130042118022,1,High,60.65,4,month-to-month,2,mailed check,2,Apply retention strategy
3045-XETSH,0.8636084722541746,1,High,94.85,11,month-to-month,4,electronic check,1,Apply retention strategy
3049-NDXFL,0.9091521505642257,1,High,85.8,2,month-to-month,3,mailed check,1,Apply retention strategy
3049-SOLAY,0.9413944181462491,1,High,95.2,4,month-to-month,3,electronic check,2,Apply retention strategy
3050-GBUSH,0.6710337782535669,1,High,34.8,4,month-to-month,3,credit card (automatic),1,Apply retention strategy
3050-RLLXC,0.06791299037611967,0,Low,81.25,57,two year,0,credit card (automatic),3,No action required
3055-MJDSB,0.44307474114431583,1,High,24.6,10,month-to-month,3,mailed check,0,Apply retention strategy
3055-OYMSE,0.4381860673164594,1,High,73.8,54,month-to-month,3,credit card (automatic),0,Apply retention strategy
3055-VTCGS,0.16394258757357352,0,Low,58.55,64,one year,3,credit card (automatic),1,No action required
3057-VJJQE,0.08672538050588068,0,Low,55.25,36,two year,3,mailed check,1,No action required
3058-HJCUY,0.4065704524994311,1,High,102.6,42,one year,0,electronic check,3,Apply retention strategy
3058-WQDRE,0.39695219244950125,0,Medium,25.15,14,month-to-month,3,bank transfer (automatic),0,Monitor customer
3059-NGMXB,0.5385685803887997,1,High,69.2,15,month-to-month,4,mailed check,2,Apply retention strategy
3061-BCKYI,0.170993715002516,0,Low,19.9,15,month-to-month,0,mailed check,0,No action required
3062-ICYZQ,0.7109834556751373,1,High,93.8,52,month-to-month,3,electronic check,2,Apply retention strategy
3063-QFSZL,0.886679936472567,1,High,55.4,2,month-to-month,3,electronic check,1,Apply retention strategy
3066-RRJIO,0.8707536601550652,1,High,69.95,2,month-to-month,3,mailed check,0,Apply retention strategy
3067-SVMTC,0.06991193698947483,0,Low,55.9,69,one year,0,bank transfer (automatic),2,No action required
3068-OMWZA,0.9547638440517744,1,High,88.8,2,month-to-month,3,electronic check,1,Apply retention strategy
3069-SSVSN,0.4307725170586912,1,High,25.85,2,one year,3,mailed check,0,Apply retention strategy
3070-BDOQC,0.3025058916379704,0,Medium,99.65,61,two year,4,electronic check,2,Monitor customer
3070-DVEYC,0.7015883899137272,1,High,73.75,8,month-to-month,3,mailed check,0,Apply retention strategy
3070-FNFZQ,0.030806960595277013,0,Low,20.4,24,two year,0,bank transfer (automatic),0,No action required
3071-MVJCD,0.055051692985690355,0,Low,82.3,73,two year,0,bank transfer (automatic),3,No action required
3071-VBYPO,0.9446509623073096,1,High,89.85,4,month-to-month,3,electronic check,2,Apply retention strategy
3074-GQWYX,0.8221662614573295,1,High,75.9,6,month-to-month,3,bank transfer (automatic),0,Apply retention strategy
3077-RSNTJ,0.2699083226805787,0,Medium,19.7,7,month-to-month,0,mailed check,0,Monitor customer
3078-ZKNTS,0.047314275583001726,0,Low,19.75,14,two year,0,bank transfer (automatic),0,No action required
3079-BCHLN,0.034391112010215524,0,Low,19.9,48,one year,0,bank transfer (automatic),0,No action required
3082-VQXNH,0.6541959063900679,1,High,29.8,4,month-to-month,3,credit card (automatic),0,Apply retention strategy
3082-WQRVY,0.09290575227864052,0,Low,19.65,15,one year,0,mailed check,0,No action required
3082-YVEKW,0.12988919443987781,0,Low,77.15,24,two year,0,bank transfer (automatic),3,No action required
3084-DOWLE,0.0701623295828766,0,Low,92.0,73,two year,0,bank transfer (automatic),4,No action required
3085-QUOZK,0.7458273655867624,1,High,43.95,2,month-to-month,3,mailed check,0,Apply retention strategy
3086-RUCRN,0.4223632016374712,1,High,103.1,67,month-to-month,0,bank transfer (automatic),3,Apply retention strategy
3088-FVYWK,0.01703993473539507,0,Low,25.55,54,two year,0,credit card (automatic),0,No action required
3088-LHEFH,0.7099068971601189,1,High,79.0,12,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
3090-HAWSU,0.131965359660361,0,Low,111.6,62,two year,0,credit card (automatic),4,No action required
3090-LETTY,0.7882309885810329,1,High,60.95,3,month-to-month,4,bank transfer (automatic),1,Apply retention strategy
3090-QFUVD,0.5195838435181532,1,High,20.3,2,month-to-month,0,credit card (automatic),0,Apply retention strategy
3091-FYHKI,0.8169303555452821,1,High,35.45,2,month-to-month,3,electronic check,1,Apply retention strategy
3092-IGHWF,0.38732102485223185,0,Medium,87.4,68,one year,3,electronic check,0,Monitor customer
3094-JOJAI,0.587611569737377,1,High,74.15,19,month-to-month,4,mailed check,0,Apply retention strategy
3096-GKWEB,0.8099345411049569,1,High,94.75,19,month-to-month,4,electronic check,2,Apply retention strategy
3096-IZETN,0.6484839964889032,1,High,78.1,13,month-to-month,4,bank transfer (automatic),1,Apply retention strategy
3096-JRDSO,0.5837070710560804,1,High,104.3,28,month-to-month,0,bank transfer (automatic),4,Apply retention strategy
3096-WPXBT,0.36749897309922525,0,Medium,100.7,62,one year,3,credit card (automatic),2,Monitor customer
3096-YXENJ,0.11565770998813198,0,Low,107.65,66,two year,0,bank transfer (automatic),3,No action required
3097-FQTVJ,0.016412036718123378,0,Low,20.0,42,two year,0,mailed check,0,No action required
3097-IDVPU,0.4772725616861486,1,High,50.1,20,month-to-month,3,credit card (automatic),0,Apply retention strategy
3097-NNSPB,0.773627754698478,1,High,49.05,3,month-to-month,4,credit card (automatic),0,Apply retention strategy
3097-NQYSN,0.9051100613734869,1,High,86.85,3,month-to-month,4,mailed check,1,Apply retention strategy
3097-PYWXL,0.5395980588123229,1,High,19.95,5,month-to-month,0,electronic check,0,Apply retention strategy
3099-OONVS,0.44515407730260415,1,High,54.3,26,month-to-month,0,electronic check,2,Apply retention strategy
3104-OWCGK,0.4561463730242939,1,High,90.95,61,one year,4,electronic check,1,Apply retention strategy
3106-ULWFW,0.7647132665481703,1,High,85.2,9,month-to-month,4,credit card (automatic),1,Apply retention strategy
3108-PCCGG,0.08705483685593969,0,Low,84.45,73,two year,4,credit card (automatic),3,No action required
3113-IWHLC,0.7090903660149225,1,High,55.8,6,month-to-month,3,mailed check,1,Apply retention strategy
3115-CZMZD,0.13495975676075206,0,Low,20.25,1,two year,0,mailed check,0,No action required
3115-JPJDD,0.2793447898539902,0,Medium,81.25,60,one year,3,credit card (automatic),1,Monitor customer
3118-UHVVQ,0.009111625052196188,0,Low,25.8,69,two year,0,credit card (automatic),0,No action required
3120-FAZKD,0.015432453251317488,0,Low,24.05,55,two year,0,bank transfer (automatic),0,No action required
3125-RAHBV,0.07492661114571625,0,Low,20.3,23,one year,0,credit card (automatic),0,No action required
3126-WQMGH,0.3936901051149299,0,Medium,52.15,50,month-to-month,3,credit card (automatic),0,Monitor customer
3128-YOVTD,0.5156808838889199,1,High,79.15,52,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
3129-AAQOU,0.03308659621467004,0,Low,25.6,20,two year,0,mailed check,0,No action required
3130-ICDUP,0.8815542044011592,1,High,80.55,3,month-to-month,4,credit card (automatic),1,Apply retention strategy
3131-NWVFJ,0.08584388518658365,0,Low,19.55,15,one year,0,mailed check,0,No action required
3132-TVFDZ,0.36668500876246785,0,Medium,44.85,58,month-to-month,3,electronic check,2,Monitor customer
3133-PZNSR,0.08626558508889079,0,Low,97.75,73,two year,0,credit card (automatic),3,No action required
3134-DSHVC,0.17695746357191827,0,Low,98.0,64,two year,3,credit card (automatic),2,No action required
3137-LUPIX,0.6534598124566114,1,High,64.4,5,month-to-month,1,mailed check,2,Apply retention strategy
3137-NYQQI,0.2957346999714807,0,Medium,64.8,18,one year,3,mailed check,2,Monitor customer
3138-BKYAV,0.8785281699735004,1,High,85.35,7,month-to-month,4,electronic check,1,Apply retention strategy
3143-ILDAL,0.4708858341766245,1,High,94.45,57,month-to-month,0,electronic check,2,Apply retention strategy
3143-JQEGI,0.7713954114255226,1,High,88.35,14,month-to-month,3,electronic check,2,Apply retention strategy
3144-AUDBS,0.6479049871315382,1,High,49.15,7,month-to-month,2,electronic check,1,Apply retention strategy
3144-KMTWZ,0.5450869523490635,1,High,93.25,72,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
3146-JTQHR,0.1398838175629753,0,Low,19.6,11,one year,0,bank transfer (automatic),0,No action required
3146-MSEGF,0.062829962494326,0,Low,88.05,73,two year,0,credit card (automatic),4,No action required
3148-AOIQT,0.008745750341121534,0,Low,24.95,70,two year,0,credit card (automatic),0,No action required
3148-BLQJT,0.47377559182564005,1,High,20.1,2,month-to-month,0,mailed check,0,Apply retention strategy
3154-CFSZG,0.727474623387437,1,High,90.05,48,month-to-month,3,electronic check,2,Apply retention strategy
3154-HMWUU,0.011707985207570451,0,Low,20.5,61,two year,0,bank transfer (automatic),0,No action required
3156-QLHBO,0.4023995566542594,1,High,19.25,3,month-to-month,0,mailed check,0,Apply retention strategy
3158-MOERK,0.9580481272321449,1,High,96.0,3,month-to-month,4,electronic check,2,Apply retention strategy
3160-TYXLT,0.2751582882811299,0,Medium,46.3,54,month-to-month,3,bank transfer (automatic),2,Monitor customer
3161-GETRM,0.6300203550270914,1,High,90.05,35,month-to-month,4,credit card (automatic),1,Apply retention strategy
3161-ONRWK,0.10534252092152886,0,Low,65.85,61,one year,0,bank transfer (automatic),2,No action required
3162-KKZXO,0.48942350674366863,1,High,100.15,56,one year,3,electronic check,2,Apply retention strategy
3162-ZJZFU,0.5051617693196664,1,High,92.55,54,month-to-month,0,electronic check,2,Apply retention strategy
3164-AALRN,0.5832357637982991,1,High,70.0,6,one year,3,mailed check,2,Apply retention strategy
3164-YAXFY,0.41007857324128466,1,High,53.75,58,month-to-month,3,electronic check,3,Apply retention strategy
3165-HDOEW,0.7571686715081026,1,High,45.85,2,month-to-month,3,mailed check,0,Apply retention strategy
3166-PNEOF,0.07204935006270574,0,Low,86.45,62,two year,0,credit card (automatic),4,No action required
3167-SNQPL,0.7780505591252209,1,High,101.15,39,month-to-month,4,electronic check,2,Apply retention strategy
3170-GWYKC,0.4117804569545333,1,High,104.95,61,month-to-month,0,bank transfer (automatic),4,Apply retention strategy
3170-NMYVV,0.017756554998815975,0,Low,20.15,51,two year,0,bank transfer (automatic),0,No action required
3173-NVMPX,0.5573008682688826,1,High,55.3,10,month-to-month,3,mailed check,0,Apply retention strategy
3173-WSSUE,0.007427182012445841,0,Low,19.7,72,two year,0,credit card (automatic),0,No action required
3174-AKMAS,0.07052872438495848,0,Low,64.2,47,two year,1,credit card (automatic),2,No action required
3174-RKMOW,0.7149339657860488,1,High,109.95,36,month-to-month,0,electronic check,3,Apply retention strategy
3177-LASXD,0.9310371813676981,1,High,71.35,2,month-to-month,3,electronic check,0,Apply retention strategy
3178-CIFOT,0.07080909444534854,0,Low,19.65,24,one year,0,credit card (automatic),0,No action required
3178-FESZO,0.9481744106251367,1,High,100.25,2,month-to-month,3,credit card (automatic),2,Apply retention strategy
3179-GBRWV,0.5385187065186328,1,High,64.95,22,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
3181-MIZBN,0.2666513302112608,0,Medium,19.75,17,month-to-month,0,electronic check,0,Monitor customer
3181-VTHOE,0.07285789548234171,0,Low,51.05,71,one year,1,bank transfer (automatic),2,No action required
3186-AJIEK,0.11595181223410081,0,Low,105.65,67,two year,0,bank transfer (automatic),4,No action required
3186-BAXNB,0.9447366255399593,1,High,91.7,2,month-to-month,1,electronic check,2,Apply retention strategy
3190-FZATL,0.1740326533162456,0,Low,19.95,15,month-to-month,0,mailed check,0,No action required
3190-ITQXP,0.015644533160790997,0,Low,20.25,47,two year,0,bank transfer (automatic),0,No action required
3190-XFANI,0.30822416111533724,0,Medium,100.6,50,one year,1,bank transfer (automatic),3,Monitor customer
3191-CSNMG,0.9276639563105964,1,High,80.7,4,month-to-month,3,electronic check,1,Apply retention strategy
